0;25.11;0
1;27.41;0
2;25.51;0
3;27.37;0
4;27.31;0
5;26.54;0
6;27.94;2
7;26.02;2
8;29.17;50
9;25.62;30
10;25.35;13
11;27.25;186
12;28.35;875
13;23.39;939
14;24.93;852
15;21.92;100
16;21.29;29
17;19.81;29
18;21.67;15
19;23.57;4
20;17.58;0
